price,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,type,paint_color,vehicle_age
38590,chevrolet,corvettegrandsport,good,8 cylinders,gas,32086.0,clean,automatic,1G1YW3DW4C5101754,rwd,convertible,white,9.0
28990,bmw,m3convertible2d,good,8 cylinders,gas,70703.0,clean,other,WBSDX9C57CE785089,rwd,other,silver,9.0
33990,chevrolet,cc4500,good,8 cylinders,gas,77581.0,clean,automatic,1GBE4C1G37F426428,rwd,truck,white,14.0
9995,cadillac,escalade,excellent,8 cylinders,gas,214053.0,clean,automatic,1GYFK63867R333957,4wd,SUV,white,14.0
10800,hyundai,accent,excellent,4 cylinders,gas,54696.0,clean,manual,KMHCT5AE8HU326236,fwd,sedan,red,4.0
13998,honda,pilotexl,good,6 cylinders,gas,143428.0,clean,automatic,5FNYF4H55CB054778,4wd,SUV,grey,9.0
35850,mercedes-benz,cclass,excellent,6 cylinders,gas,56950.0,clean,automatic,55SWF6EB2HU210679,4wd,sedan,black,4.0
19995,ford,f150,excellent,6 cylinders,gas,145207.0,clean,automatic,1FTFW1ET4DFD76026,4wd,truck,white,8.0
2995,chevrolet,malibu,good,4 cylinders,gas,116193.0,clean,other,1G1ZS51F56F297315,fwd,sedan,blue,15.0
49999,toyota,tacoma,like new,6 cylinders,gas,30000.0,clean,manual,5TFCZ5ANXJX152645,4wd,pickup,grey,3.0
24900,jeep,cherokeelatitudeplus,excellent,6 cylinders,gas,42400.0,clean,automatic,1C4PJMLX2KD125315,4wd,SUV,grey,2.0
25000,chevrolet,tahoeltz,good,8 cylinders,other,184663.0,clean,automatic,1GNSKCKCXGR208766,4wd,other,silver,5.0
10995,chevrolet,silverado1500,good,8 cylinders,gas,153583.0,clean,automatic,1GCEK19068Z182688,4wd,truck,blue,13.0
35995,toyota,4runner,excellent,6 cylinders,gas,58886.0,clean,automatic,JTEBU5JR1G5306494,4wd,SUV,silver,5.0
3900,ford,focus,excellent,4 cylinders,gas,164867.0,clean,automatic,1FAFP31N26W218891,fwd,hatchback,black,15.0
41950,jeep,grandcherokeelimited,excellent,6 cylinders,gas,2441.0,clean,automatic,1C4RJFBG4LC361476,4wd,SUV,blue,1.0
31990,ford,superdutyf550drw,good,8 cylinders,diesel,59429.0,clean,automatic,1FDAW57P46ED02529,4wd,truck,red,15.0
19800,ford,explorer,excellent,6 cylinders,gas,96281.0,clean,automatic,1FM5K8F81FGB54384,4wd,wagon,silver,6.0
23995,buick,envision,excellent,4 cylinders,gas,43323.0,clean,automatic,LRBFX1SA2JD007686,fwd,SUV,brown,3.0
9998,nissan,juke,excellent,4 cylinders,gas,94431.0,clean,automatic,JN8AF5MV1ET364802,4wd,SUV,yellow,7.0
25990,chevrolet,silverado1500regular,good,8 cylinders,other,82140.0,clean,automatic,1GCNKREC1EZ373672,4wd,pickup,black,7.0
7495,chevrolet,cruze,excellent,4 cylinders,gas,108000.0,clean,manual,1G1PK5S94B7268411,fwd,sedan,blue,10.0
3995,mazda,cx7,excellent,4 cylinders,gas,149443.0,clean,automatic,JM3ER293570156251,fwd,SUV,black,14.0
39995,chevrolet,silverado3500hd4x4,like new,8 cylinders,gas,42522.0,clean,automatic,1GB4KYCG5HF134082,4wd,truck,white,4.0
9995,ford,fusion,like new,4 cylinders,gas,65235.0,clean,automatic,3FAHP0JA3CR299290,fwd,sedan,red,9.0
38990,infiniti,qx60luxesportutility,good,6 cylinders,gas,5279.0,clean,other,5N1DL0MN9LC508268,fwd,other,black,1.0
29990,chevrolet,coloradocrewcabwork,good,6 cylinders,gas,11401.0,clean,other,1GCGTBEN7J1162712,4wd,pickup,red,3.0
30990,dodge,challengerrtshaker,good,8 cylinders,gas,36758.0,clean,other,2C3CDZBT6GH232240,rwd,coupe,silver,5.0
4995,subaru,outback25ilimited,fair,4 cylinders,gas,249600.0,clean,automatic,4S4BP62C657337684,4wd,wagon,silver,16.0
5999,toyota,avalonxl,good,6 cylinders,gas,188000.0,clean,automatic,4T1BK36B58U255319,fwd,sedan,black,13.0
39998,ford,f150lariat4x4,excellent,8 cylinders,gas,18000.0,salvage,automatic,1FTEW1E40KKC99275,4wd,pickup,white,2.0
11495,jeep,patriot,good,4 cylinders,gas,96984.0,clean,automatic,1C4NJRBBXFD135929,4wd,SUV,silver,6.0
9900,ford,f150xlt4wd,good,8 cylinders,gas,126953.0,clean,automatic,1FTRF14V78KC58114,4wd,pickup,red,13.0
16699,nissan,altima25,like new,4 cylinders,gas,56039.0,clean,automatic,1N4AL3AP5GC115233,fwd,sedan,silver,5.0
22590,buick,enclaveconveniencesport,good,6 cylinders,gas,48262.0,clean,other,5GAKRAKD4HJ276564,fwd,other,blue,4.0
35990,ford,mustanggtpremiumcoupe2d,good,8 cylinders,gas,4899.0,clean,other,1FA6P8CF9F5375018,rwd,coupe,red,6.0
28990,ford,superdutyf450drw,good,8 cylinders,gas,118078.0,clean,automatic,1FDXF46R18ED50595,rwd,truck,white,13.0
39590,lincoln,continentalreserve,good,6 cylinders,other,7528.0,clean,other,1LN6L9RP9K5606808,fwd,sedan,black,2.0
27893,ford,escapeseawd,like new,3 cylinders,gas,5141.0,clean,automatic,1FMCU9G6XLUA90430,4wd,SUV,white,1.0
23310,ford,expedition,good,6 cylinders,gas,148308.0,clean,automatic,1FMJU1MT6FEF21265,4wd,SUV,grey,6.0
9250,nissan,maxima,good,6 cylinders,gas,105800.0,clean,automatic,1N4AA5AP4EC454547,fwd,sedan,black,7.0
23481,ford,expedition,good,6 cylinders,gas,84051.0,clean,automatic,1FMJU1GT6HEA71258,4wd,wagon,white,4.0
33990,jeep,wranglersportsuv2d,good,6 cylinders,gas,7359.0,clean,other,1C4GJXAGXKW590790,4wd,other,white,2.0
35990,ford,f150supercablariat,good,6 cylinders,other,20596.0,clean,other,1FTEX1EP1JFA54368,4wd,pickup,blue,3.0
12731,chevrolet,volt,good,4 cylinders,hybrid,55189.0,clean,automatic,1G1RA6E48FU118536,fwd,hatchback,black,6.0
18995,honda,crv,good,4 cylinders,gas,69554.0,clean,automatic,5J6RM4H55GL116736,4wd,wagon,brown,5.0
5900,hyundai,sonata,excellent,4 cylinders,gas,111481.0,clean,automatic,5NPEB4ACXCH397885,fwd,sedan,silver,9.0
38990,infiniti,qx60luxesportutility,good,6 cylinders,gas,5279.0,clean,other,5N1DL0MN9LC508268,fwd,other,black,1.0
16995,ram,1500,excellent,8 cylinders,gas,90859.0,clean,automatic,1D7HA18217J557280,rwd,pickup,red,14.0
37990,toyota,tundradoublecabsr,good,8 cylinders,gas,22870.0,clean,other,5TFUM5F13GX069124,4wd,pickup,black,5.0
17120,gmc,savanacutaway,good,8 cylinders,gas,152907.0,clean,automatic,1GDHG31K381136690,rwd,truck,white,13.0
12631,honda,civic,excellent,4 cylinders,gas,84576.0,clean,automatic,19XFC2F51GE061732,fwd,sedan,blue,5.0
10200,lexus,rx350,excellent,6 cylinders,gas,130393.0,clean,automatic,2T2GK31U78C054551,fwd,SUV,green,13.0
2200,honda,crv,good,4 cylinders,gas,229000.0,clean,automatic,JHLRD78892C044405,4wd,SUV,blue,19.0
11747,ford,edgelimitedawd,excellent,6 cylinders,gas,126838.0,clean,automatic,2FMDK4KC0DBA18525,4wd,SUV,grey,8.0
5100,kia,forte,good,4 cylinders,gas,102000.0,clean,manual,KNAFK4A65G5515276,fwd,sedan,black,5.0
34900,ford,edgeselawd,like new,4 cylinders,gas,6000.0,clean,automatic,2FMPK4J99KBC60536,4wd,SUV,silver,2.0
4599,buick,lesabre,good,6 cylinders,gas,71182.0,clean,automatic,1G4HP52K43U184247,fwd,sedan,brown,18.0
17999,mercedes-benz,benzml3504matic,excellent,6 cylinders,gas,106071.0,clean,automatic,4JGDA5JB9DA160823,4wd,SUV,white,8.0
7900,ford,f150,good,8 cylinders,gas,103255.0,clean,automatic,1FTRW07L03KD58469,rwd,truck,red,18.0
31990,toyota,tundra4wdtruck,good,8 cylinders,gas,63615.0,clean,automatic,5TFDY5F11EX340621,4wd,truck,black,7.0
32990,jeep,wranglersaharajksport,good,6 cylinders,gas,30533.0,clean,other,1C4AJWBGXJL935539,4wd,SUV,black,3.0
5500,nissan,altima25sl,good,4 cylinders,gas,205000.0,clean,automatic,1N4AL3AP3EC121416,fwd,sedan,grey,7.0
5995,kia,optima,excellent,4 cylinders,gas,188803.0,clean,automatic,KNAGN4A79B5076404,fwd,sedan,black,10.0
13222,honda,civiccpesi,good,4 cylinders,gas,144500.0,clean,manual,2HGFG4A58DH706224,fwd,coupe,blue,8.0
15995,honda,pilot,good,6 cylinders,gas,153000.0,clean,automatic,5FNYF4H51EB013728,4wd,SUV,black,7.0
33095,ford,f150,good,6 cylinders,gas,159523.0,clean,automatic,1FTEW1EGXHFC92135,4wd,truck,custom,4.0
9400,ford,fusionse,excellent,4 cylinders,gas,124624.0,clean,automatic,1FA6P0HD8F5116982,fwd,sedan,black,6.0
17900,ford,expeditionlimited4x4gas,like new,6 cylinders,gas,252810.0,clean,automatic,1FMJU2AT2FEF07521,4wd,SUV,grey,6.0
46990,chevrolet,corvettestingray,good,8 cylinders,gas,19798.0,clean,other,1G1YB2D77G5108038,rwd,coupe,silver,5.0
24750,chevrolet,corvette,excellent,8 cylinders,gas,27001.0,clean,automatic,1G1YY32G835124718,rwd,convertible,custom,18.0
3700,mazda,b3000dualsport,good,6 cylinders,gas,200000.0,clean,manual,4F4YR16UX1TM20042,rwd,pickup,green,20.0
28700,lincoln,navigatorsuv,excellent,6 cylinders,gas,88809.0,clean,automatic,5LMJJ2HT5GEL09688,rwd,SUV,grey,5.0
10495,hyundai,veloster,good,4 cylinders,gas,20846.0,clean,automatic,KMHTC6AD5DU178201,fwd,coupe,black,8.0
41590,buick,enclaveavenirsport,good,6 cylinders,gas,29010.0,clean,other,5GAERDKWXLJ231184,fwd,SUV,red,1.0
17574,ford,ecosport,good,4 cylinders,gas,41349.0,clean,automatic,MAJ6P1CL4JC203352,4wd,hatchback,black,3.0
9981,kia,soul,excellent,4 cylinders,gas,72886.0,clean,automatic,KNDJN2A27F7226649,rwd,wagon,black,6.0
28350,jeep,wranglerunlimited,excellent,6 cylinders,gas,77650.0,clean,automatic,1C4BJWEG2EL285823,4wd,wagon,red,7.0
28990,jeep,wranglerunlimitedsahara,good,6 cylinders,gas,69856.0,clean,other,1C4BJWEG4GL330960,4wd,SUV,red,5.0
9450,jeep,patriotlatitude,excellent,4 cylinders,gas,119879.0,clean,automatic,1C4NJRFB5FD183798,4wd,SUV,grey,6.0
15499,ford,edge,like new,6 cylinders,gas,31512.0,clean,automatic,2FMPK4G90HBB73558,4wd,SUV,silver,4.0
33990,nissan,370zcoupe2d,good,6 cylinders,gas,13306.0,clean,other,JN1AZ4EH8LM820276,rwd,coupe,silver,1.0
13998,chevrolet,equinox,excellent,4 cylinders,gas,99743.0,clean,automatic,2GNALBEK2F6111318,fwd,SUV,black,6.0
37400,ram,3500,like new,6 cylinders,diesel,163868.0,clean,automatic,3C63R3GL6FG534202,4wd,truck,white,6.0
9700,ram,2500st,excellent,6 cylinders,diesel,209956.0,clean,automatic,3D7KS28C95G809132,4wd,truck,yellow,16.0
9850,chevrolet,montecarlo,good,6 cylinders,gas,106749.0,rebuilt,automatic,2G1WZ151549436130,fwd,coupe,black,17.0
11495,subaru,forester25ipremium,excellent,4 cylinders,gas,108877.0,clean,automatic,JF2SJAEC7EH479218,4wd,SUV,black,7.0
17950,ford,econoline,good,8 cylinders,gas,75755.0,clean,automatic,1FBNE3BL2EDB00234,rwd,van,white,7.0
10300,honda,crv,excellent,4 cylinders,gas,138965.0,clean,automatic,5J6RM4H7XCL063737,4wd,SUV,white,9.0
6500,mazda,mazda6isport,good,4 cylinders,gas,133000.0,clean,manual,1YVHZ8BH3D5M10272,fwd,sedan,silver,8.0
4900,kia,forte,good,4 cylinders,gas,177822.0,clean,automatic,KNAFU4A27A5175112,fwd,sedan,custom,11.0
27990,gmc,sierra2500hdextendedcab,good,8 cylinders,gas,68696.0,clean,other,1GT220CG8CZ231238,4wd,pickup,black,9.0
5699,chevrolet,cruze1lt,excellent,4 cylinders,gas,105871.0,clean,automatic,1G1PC5SB4D7199805,fwd,sedan,silver,8.0
8999,bmw,328icoupeawd,excellent,6 cylinders,gas,146211.0,clean,manual,WBAWC33597PC86720,4wd,coupe,grey,14.0
14900,ford,f150lariat4x4,excellent,8 cylinders,gas,128879.0,clean,automatic,1FTPW145X5KE78530,4wd,pickup,black,16.0
46590,toyota,tundracrewmaxsr5pickup,good,8 cylinders,gas,17693.0,clean,other,5TFDW5F11KX815220,4wd,pickup,silver,2.0
7995,ford,mustang,like new,6 cylinders,gas,92000.0,clean,automatic,1ZVHT80N895132537,rwd,coupe,silver,12.0
23000,ford,transit,like new,4 cylinders,gas,12632.0,clean,automatic,1GNEVKKW2JJ115125,fwd,van,white,2.0
49990,ford,superdutyf550drw,good,8 cylinders,diesel,152701.0,clean,automatic,1FD0X5HT6FEC65813,4wd,truck,white,6.0
7900,volkswagen,golftdi,excellent,4 cylinders,diesel,130000.0,clean,automatic,WVWDM7AJ9BW240153,fwd,hatchback,black,10.0
24995,ram,3500,excellent,6 cylinders,diesel,196980.0,clean,automatic,3D7MX48C16G213441,4wd,truck,black,15.0
19995,ford,f150,good,8 cylinders,gas,129235.0,clean,automatic,1FTFW1EF7DFA84283,4wd,truck,black,8.0
7500,jeep,patriot,excellent,4 cylinders,gas,135460.0,clean,automatic,1C4NJRFB5DD124229,4wd,SUV,white,8.0
11999,lexus,gs300,excellent,6 cylinders,gas,104683.0,clean,automatic,JTHBH96S665003042,rwd,sedan,grey,15.0
4995,gmc,sierra3500,fair,8 cylinders,diesel,198727.0,clean,automatic,1GDJC34142F163357,rwd,truck,blue,19.0
37990,chevrolet,camarosscoupe2d,good,8 cylinders,gas,9704.0,clean,other,1G1FF1R79G0140582,rwd,coupe,red,5.0
12900,mini,cooper,like new,4 cylinders,gas,46800.0,clean,manual,WMWSV3C51DT477105,fwd,hatchback,orange,8.0
16995,chevrolet,camarolt,good,6 cylinders,gas,95644.0,clean,automatic,2G1FD1E34F9181683,rwd,coupe,black,6.0
42995,ford,f250superduty,like new,8 cylinders,gas,71000.0,clean,automatic,1FT7W2B65JEC07059,4wd,truck,white,3.0
4995,chevrolet,impalla,excellent,6 cylinders,gas,158768.0,clean,automatic,2G1WT58K789273953,fwd,sedan,brown,13.0
47995,chevrolet,corvette,good,8 cylinders,gas,13701.0,clean,automatic,1G1YB2D7XF5117511,rwd,coupe,white,6.0
5497,honda,element,excellent,4 cylinders,gas,215988.0,clean,automatic,5J6YH28786L011466,4wd,SUV,silver,15.0
39995,chevrolet,silverado1500,good,8 cylinders,gas,68434.0,clean,automatic,3GCUKTEC6GG207742,4wd,truck,white,5.0
29990,nissan,maximaplatinumsedan4d,good,6 cylinders,other,10714.0,clean,automatic,1N4AA6AV5KC384265,fwd,sedan,black,2.0
25990,nissan,370ztouringcoupe2d,good,6 cylinders,gas,14498.0,clean,automatic,JN1AZ4EH2EM636602,rwd,coupe,white,7.0
15900,jeep,wrangler,excellent,6 cylinders,gas,85500.0,clean,manual,1J4FA39S95P325588,4wd,truck,black,16.0
11995,bmw,328xicoupeawd,excellent,6 cylinders,gas,97870.0,clean,automatic,WBAKF3C57DJ385358,4wd,coupe,white,8.0
7895,hyundai,accent,excellent,4 cylinders,gas,72142.0,clean,automatic,KMHCT5AEXFU207651,fwd,hatchback,blue,6.0
12800,subaru,outback,excellent,4 cylinders,gas,78458.0,clean,automatic,4S4BRBCC8D3267614,4wd,wagon,blue,8.0
27497,jeep,wrangler,excellent,6 cylinders,gas,80439.0,clean,automatic,1C4BJWDG6GL344523,4wd,SUV,black,5.0
4488,honda,pilotlx,good,6 cylinders,gas,218022.0,clean,automatic,2HKYF18123H590682,4wd,SUV,white,18.0
10979,ford,fusion,good,4 cylinders,gas,96381.0,clean,automatic,3FA6P0H75DR212430,fwd,sedan,silver,8.0
13999,chevrolet,avalanche,excellent,8 cylinders,gas,132559.0,clean,automatic,3GNFK12307G114028,4wd,pickup,grey,14.0
22990,ford,econolinecommercialcutaway,good,10 cylinders,gas,121911.0,clean,automatic,1FDXE4FSXADA69011,rwd,truck,white,11.0
26995,ford,f150lariatsupercrew4x4,like new,6 cylinders,gas,159165.0,clean,automatic,1FTFW1ET2EKF27275,4wd,truck,blue,7.0
8500,audi,a5,good,6 cylinders,gas,139271.0,clean,automatic,WA1DKAFP9BA093680,fwd,SUV,white,10.0
39995,ford,eseriescutaway,good,8 cylinders,other,30120.0,clean,automatic,1FDWE3F64JDC24595,rwd,van,white,3.0
19990,infiniti,fxfx35sportutility,good,6 cylinders,gas,63138.0,clean,other,JN8AS1MU4CM122220,rwd,other,black,9.0
6888,volvo,v50,good,4 cylinders,gas,93039.0,clean,automatic,YV1MW382892470473,fwd,wagon,silver,12.0
8999,chevrolet,volt,excellent,6 cylinders,gas,55049.0,clean,automatic,JN8AZ08T66W421174,fwd,SUV,blue,15.0
24990,ford,superdutyf450drw,good,10 cylinders,gas,46463.0,clean,automatic,1FDXF46Y47EB23553,rwd,truck,white,14.0
12498,mercedes-benz,benzc300,excellent,6 cylinders,gas,56536.0,clean,automatic,WDDGF81X69F201618,4wd,sedan,black,12.0
2900,chevrolet,malibu,salvage,4 cylinders,gas,200000.0,salvage,automatic,1G11H5SA9DF216022,fwd,sedan,custom,8.0
37990,chevrolet,camarosscoupe2d,good,8 cylinders,gas,9704.0,clean,other,1G1FF1R79G0140582,rwd,coupe,red,5.0
22998,ford,f150,excellent,6 cylinders,gas,110635.0,clean,automatic,1FTEX1E81GFB73815,4wd,pickup,grey,5.0
9950,nissan,murano,excellent,6 cylinders,gas,134191.0,clean,automatic,JN8AZ1MW0BW159216,4wd,SUV,blue,10.0
5850,infiniti,g35,excellent,6 cylinders,gas,140200.0,clean,automatic,JNKCV51E34M616312,rwd,sedan,white,17.0
5995,volvo,s60,good,5 cylinders,gas,153251.0,clean,automatic,YV1RS592092735267,fwd,sedan,grey,12.0
19995,fiat,124spider,excellent,4 cylinders,gas,25005.0,clean,manual,JC1NFAEK6H0116834,rwd,convertible,grey,4.0
6990,jeep,grandcherokeelaredo,excellent,6 cylinders,gas,122202.0,clean,automatic,1J8GR48K88C101856,4wd,SUV,silver,13.0
14497,bmw,535ixdrive,excellent,6 cylinders,gas,100458.0,clean,automatic,WBAFU7C50DDU69258,4wd,sedan,grey,8.0
27990,gmc,sierra2500hdextendedcab,good,8 cylinders,gas,68696.0,clean,other,1GT220CG8CZ231238,4wd,pickup,black,9.0
26500,jeep,cherokeelimited,like new,4 cylinders,gas,10456.0,clean,automatic,1C4PJLDB5LD503481,fwd,SUV,black,1.0
33888,chevrolet,silverado,excellent,8 cylinders,gas,88880.0,clean,automatic,3GCPCREC9FG114645,rwd,truck,white,6.0
19950,dodge,charger,excellent,6 cylinders,gas,74142.0,clean,automatic,2C3CDXCT2EH277689,rwd,sedan,black,7.0
27590,acura,tlx35sedan4d,good,6 cylinders,gas,20420.0,clean,other,19UUB2F36JA005838,fwd,sedan,black,3.0
39990,dodge,challengerrtscatpack,good,8 cylinders,gas,4029.0,clean,other,2C3CDZFJ3GH290511,rwd,coupe,black,5.0
9900,chrysler,200limited,like new,4 cylinders,gas,118437.0,clean,automatic,1C3CCCAB7FN621547,fwd,sedan,blue,6.0
1900,buick,lesabre,good,6 cylinders,gas,174614.0,clean,automatic,1G4HR54K01U222626,fwd,sedan,white,20.0
13495,ford,fusion,like new,4 cylinders,gas,42511.0,clean,automatic,3FA6P0H72DR381658,fwd,sedan,black,8.0
37990,chevrolet,camarosscoupe2d,good,8 cylinders,gas,9704.0,clean,other,1G1FF1R79G0140582,rwd,coupe,red,5.0
14990,ford,econoline,good,8 cylinders,gas,67820.0,clean,automatic,1FDXE4FL1CDA39522,rwd,truck,white,9.0
3200,dodge,durango,good,8 cylinders,gas,173000.0,clean,automatic,1B4HR38N12F129579,rwd,SUV,red,19.0
28590,chevrolet,camarosscoupe2d,good,8 cylinders,gas,16903.0,clean,other,2G1FT1EW5A9116525,rwd,coupe,yellow,11.0
14950,ford,e350box,excellent,8 cylinders,gas,171000.0,clean,automatic,1FDWE3FL7DDB20516,rwd,truck,white,8.0
29990,chevrolet,coloradocrewcabwork,good,6 cylinders,gas,11401.0,clean,other,1GCGTBEN7J1162712,4wd,pickup,red,3.0
3999,chevrolet,impalals,excellent,6 cylinders,gas,166914.0,clean,automatic,2G1WB57N091170792,fwd,sedan,silver,12.0
22999,porsche,911carreracabriolet,like new,6 cylinders,gas,84899.0,clean,automatic,WP0CA29991S654766,rwd,convertible,grey,20.0
8995,subaru,outback,good,4 cylinders,gas,145902.0,clean,automatic,4S4BRCCC0D3222804,4wd,wagon,blue,8.0
5500,honda,accordexl,excellent,4 cylinders,gas,146700.0,clean,automatic,JHMCM56824C009801,fwd,sedan,silver,17.0
9999,lexus,rx350awd,excellent,6 cylinders,gas,182604.0,clean,automatic,JTJHK31U282041520,4wd,SUV,red,13.0
6999,honda,crz,good,4 cylinders,gas,146989.0,clean,automatic,JHMZF1D63BS009274,rwd,hatchback,red,10.0
14999,jeep,grandcherokeelimited,like new,8 cylinders,gas,119550.0,clean,automatic,1C4RJEBT8EC123866,rwd,SUV,blue,7.0
32990,ram,1500quadcabharvestpickup,good,6 cylinders,gas,29979.0,clean,other,1C6RR7GG9JS229010,4wd,pickup,black,3.0
39990,nissan,370znismocoupe2d,good,6 cylinders,gas,8373.0,clean,other,JN1AZ4EH8KM420880,rwd,coupe,white,2.0
21288,nissan,roguesl,good,4 cylinders,gas,73561.0,clean,automatic,5N1AT2MT0KC701680,fwd,other,orange,2.0
9795,honda,civic,like new,4 cylinders,gas,99515.0,clean,automatic,2HGFB2F50DH533066,fwd,sedan,black,8.0
9800,mazda,cx9touring,good,6 cylinders,gas,138266.0,clean,automatic,JM3TB28A380158898,fwd,SUV,white,13.0
12990,mazda,cx5touring,excellent,4 cylinders,gas,90374.0,clean,automatic,JM3KE2CEXD0127610,fwd,SUV,red,8.0
29990,chevrolet,silverado1500double,good,8 cylinders,gas,26129.0,clean,other,1GCVKREC7EZ196951,4wd,pickup,brown,7.0
4795,honda,fitsportautomatic,good,4 cylinders,gas,215850.0,clean,automatic,JHMGE88499S015831,fwd,hatchback,red,12.0
46590,toyota,tundracrewmaxsr5pickup,good,8 cylinders,gas,17693.0,clean,other,5TFDW5F11KX815220,4wd,pickup,silver,2.0
8000,toyota,sequoia,good,8 cylinders,gas,226600.0,clean,automatic,5TDBT48A36S261925,4wd,SUV,grey,15.0
1000,mercedes-benz,benze320diesel,good,6 cylinders,diesel,204434.0,clean,automatic,WDBUF22XX7B037981,rwd,sedan,red,14.0
3490,mitsubishi,eclipsespyder,excellent,4 cylinders,gas,106322.0,clean,automatic,4A3AE45G73E003842,fwd,convertible,silver,18.0
10900,volkswagen,passat,excellent,4 cylinders,diesel,83000.0,clean,automatic,1VWBN7A33DC079466,fwd,sedan,silver,8.0
10998,volvo,xc90,excellent,6 cylinders,gas,106148.0,clean,automatic,YV4952CZ6B1595798,4wd,SUV,brown,10.0
9499,mazda,cx9,good,6 cylinders,gas,111381.0,clean,automatic,JM3TB3DV0C0366910,4wd,SUV,grey,9.0
5450,bmw,5series,excellent,6 cylinders,gas,141420.0,clean,automatic,WBADT63432CH89417,rwd,sedan,brown,19.0
26780,ford,f350superduty,excellent,8 cylinders,diesel,149865.0,clean,automatic,1FT8W3BT5DEB69997,4wd,truck,white,8.0
11995,kia,sedona,excellent,6 cylinders,gas,101463.0,clean,automatic,KNDMB5C17G6086606,fwd,mini-van,grey,5.0
36990,gmc,sierra2500hddoublecab,good,8 cylinders,gas,23190.0,clean,other,1GT22REG1GZ401351,4wd,pickup,black,5.0
7995,chevrolet,malibu,good,4 cylinders,gas,147989.0,clean,manual,1G11E5SL6EF237616,fwd,sedan,black,7.0
26280,jeep,wranglerunlimited,good,6 cylinders,gas,91123.0,clean,automatic,1C4BJWEG5EL111213,4wd,SUV,custom,7.0
13990,ford,f350,good,8 cylinders,gas,66467.0,clean,automatic,1FDSF30568EC15820,rwd,truck,white,13.0
29990,chevrolet,coloradoextendedcab,good,6 cylinders,gas,17302.0,clean,other,1GCHTCE37G1186784,4wd,pickup,red,5.0
32990,chevrolet,silverado1500double,good,6 cylinders,gas,36183.0,clean,other,1GCVKREH8HZ256591,4wd,pickup,red,4.0
6000,dodge,grandcaravan,excellent,6 cylinders,gas,124478.0,clean,automatic,2D8HN54PX8R110744,fwd,van,red,13.0
32870,mercedes-benz,sl550amgsportpackage,excellent,8 cylinders,gas,55922.0,clean,automatic,WDBSK7BA3BF160891,rwd,convertible,grey,10.0
62988,ford,f350superdutycrewcab,excellent,8 cylinders,diesel,39991.0,clean,automatic,1FT8W3BT3FEA05392,4wd,pickup,black,6.0
6995,ford,ranger,good,6 cylinders,gas,179670.0,clean,manual,1FTYR14UX8PA85640,rwd,pickup,blue,13.0
20590,chrysler,300limitedsedan4d,good,6 cylinders,gas,71021.0,clean,other,2C3CCAEG6JH123125,rwd,sedan,black,3.0
14838,hyundai,elantrasel,good,4 cylinders,gas,72963.0,clean,automatic,5NPD84LF6JH298821,fwd,sedan,blue,3.0
38990,infiniti,qx60luxesportutility,good,6 cylinders,gas,5279.0,clean,other,5N1DL0MN9LC508268,fwd,other,black,1.0
9999,toyota,matrix,excellent,4 cylinders,gas,62121.0,clean,automatic,2T1KU4EE6AC408955,fwd,wagon,red,11.0
13995,dodge,charger,excellent,6 cylinders,gas,107098.0,clean,automatic,2C3CDXBG5DH624970,rwd,sedan,black,8.0
36590,volkswagen,atlascrosssportse,good,6 cylinders,gas,12005.0,clean,other,1V2YE2CA7LC214067,fwd,other,blue,1.0
14995,toyota,4runner,excellent,8 cylinders,gas,171540.0,clean,automatic,JTEBT17R648015793,4wd,SUV,white,17.0
19495,mercedes-benz,benzcla250sport,like new,4 cylinders,gas,79000.0,clean,automatic,WDDSJ4GB0FN185415,4wd,sedan,white,6.0
21945,ford,edge,excellent,6 cylinders,gas,91666.0,clean,automatic,2FMPK4AP1JBB65837,4wd,SUV,silver,3.0
24987,chevrolet,silverado1500work,good,8 cylinders,other,115828.0,clean,automatic,3GCUKNEC6HG150455,4wd,pickup,white,4.0
39590,chevrolet,silverado1500ld,good,8 cylinders,gas,23488.0,clean,other,2GCVKPEC2K1203961,4wd,pickup,black,2.0
10670,honda,civiclx,excellent,4 cylinders,gas,93634.0,clean,automatic,19XFB2F57DE087881,fwd,sedan,black,8.0
15950,lincoln,navigator,excellent,8 cylinders,gas,105512.0,clean,automatic,5LMJJ2J51CEL02078,4wd,SUV,white,9.0
1500,honda,odyssey5drex,fair,6 cylinders,gas,259923.0,clean,automatic,5FNRL18612B013678,fwd,mini-van,silver,19.0
5600,ford,f150xlt,good,6 cylinders,gas,143000.0,clean,automatic,1FTRX17263NA49341,rwd,pickup,blue,18.0
10995,volkswagen,jettatdi,good,4 cylinders,diesel,94044.0,clean,automatic,3VWLL7AJ4DM394882,fwd,sedan,black,8.0
25688,jeep,wranglerunlimitedsport,good,6 cylinders,gas,76286.0,clean,manual,1J4HA3H17BL575321,4wd,other,black,10.0
8900,fiat,500llounge,good,4 cylinders,gas,84778.0,clean,automatic,ZFBCFACH0EZ002677,fwd,hatchback,red,7.0
24990,ford,superdutyf450drw,good,10 cylinders,gas,46463.0,clean,automatic,1FDXF46Y47EB23553,rwd,truck,white,14.0
21400,mercedes-benz,slclass,excellent,8 cylinders,gas,24156.0,clean,automatic,WDBSK75F03F030365,rwd,convertible,red,18.0
33590,lexus,gx460sportutility4d,good,8 cylinders,gas,55383.0,clean,other,JTJBM7FX8G5129379,4wd,other,black,5.0
