price,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,type,paint_color,vehicle_age,estimate_msrp
10999,buick,encore,excellent,4 cylinders,gas,21930.0,rebuilt,automatic,KL4CJASBXKB761585,fwd,SUV,silver,2.0,28000.0
16731,volkswagen,beetleconvertible,excellent,4 cylinders,gas,57939.0,clean,automatic,3VW517AT7FM814976,fwd,convertible,blue,6.0,25000.0
11995,audi,a420tpremiumplus,like new,4 cylinders,gas,150000.0,clean,automatic,WAUFFAFL7EN011374,4wd,sedan,grey,7.0,40000.0
16995,ford,fiesta,excellent,4 cylinders,gas,44000.0,clean,manual,3FADP4GX1GM148839,fwd,sedan,grey,5.0,21190.0
10450,honda,accordcrosstour,excellent,6 cylinders,gas,154364.0,clean,automatic,5J6TF2H52AL002754,4wd,sedan,white,11.0,30900.0
7995,honda,accordexl,good,6 cylinders,gas,114319.0,clean,automatic,1HGCP36858A041643,fwd,sedan,green,13.0,26230.0
42990,lincoln,navigatorreservesport,good,6 cylinders,gas,50680.0,clean,automatic,5LMJJ2LT3HEL02540,4wd,other,black,4.0,75200.0
6700,dodge,journey,excellent,6 cylinders,gas,142280.0,clean,automatic,3D4PG1FG9BT511381,fwd,SUV,black,10.0,26900.0
13222,honda,civiccoupeexl,good,4 cylinders,gas,103044.0,clean,automatic,2HGFG3B06EH526545,fwd,coupe,black,7.0,22600.0
20850,buick,encore,good,4 cylinders,gas,34000.0,clean,automatic,KL4CJHSB3JB588807,4wd,SUV,custom,3.0,34300.0
9900,chrysler,200,excellent,4 cylinders,gas,0.0,clean,automatic,1C3CCCAB2FN625036,fwd,sedan,grey,6.0,22700.0
4995,honda,odyssey,good,6 cylinders,gas,176878.0,clean,automatic,5FNRL3H65AB016061,fwd,van,black,11.0,33100.0
14995,toyota,tacoma,excellent,6 cylinders,gas,134060.0,clean,other,5TEUU42N98Z476510,4wd,truck,blue,13.0,31000.0
14990,ford,escapeseawd,excellent,4 cylinders,gas,94276.0,clean,automatic,1FMCU9G90HUA28908,4wd,SUV,white,4.0,29500.0
11500,ford,fusionsport,like new,6 cylinders,gas,97500.0,clean,automatic,3FAHP0KC5BR316606,fwd,coupe,blue,10.0,24900.0
9500,ford,escape,excellent,4 cylinders,gas,115529.0,clean,automatic,1FMCU0GX7GUC67655,fwd,SUV,grey,5.0,24600.0
38590,chevrolet,corvettegrandsport,good,8 cylinders,gas,32086.0,clean,automatic,1G1YW3DW4C5101754,rwd,convertible,white,9.0,60900.0
7499,fiat,500l,like new,4 cylinders,gas,31746.0,clean,automatic,ZFBCFABHXEZ027071,fwd,hatchback,grey,7.0,19500.0
41990,lincoln,continentalreserve,good,6 cylinders,gas,9345.0,clean,other,1LN6L9RP8K5604130,fwd,sedan,blue,2.0,69125.0
36590,gmc,yukonsltsportutility4d,good,8 cylinders,gas,79395.0,clean,other,1GKS2BKC1FR647439,4wd,other,silver,6.0,56995.0
13225,honda,pilot,good,6 cylinders,gas,125230.0,clean,automatic,5FNYF4H53CB018264,4wd,SUV,grey,9.0,37845.0
23900,chevrolet,corvette,like new,8 cylinders,gas,35500.0,clean,automatic,1G1YY32G645125092,rwd,convertible,silver,17.0,50000.0
20590,hyundai,azerasedan4d,good,6 cylinders,gas,29696.0,clean,other,KMHFG4JG4HA591475,fwd,sedan,black,4.0,35400.0
13995,toyota,tundralimited,good,8 cylinders,gas,185923.0,clean,automatic,5TBDT48124S436809,4wd,truck,green,17.0,38500.0
27590,ram,1500crewcabbighorn,good,6 cylinders,other,47811.0,clean,other,1C6RR7LG8ES332043,4wd,pickup,red,7.0,33500.0
13995,ram,dakota,excellent,6 cylinders,gas,117055.0,clean,automatic,1D7RW3GKXBS549684,4wd,truck,red,10.0,30695.0
29990,chevrolet,coloradoextendedcab,good,6 cylinders,gas,17302.0,clean,other,1GCHTCE37G1186784,4wd,pickup,red,5.0,38500.0
7990,gmc,acadia,good,6 cylinders,gas,163208.0,clean,automatic,1GKLVLED6AJ155860,4wd,SUV,silver,11.0,35000.0
4995,chevrolet,cobalt,excellent,4 cylinders,gas,138000.0,clean,automatic,1G1AM58B887220770,fwd,sedan,blue,13.0,19470.0
27590,acura,tlx35sedan4d,good,6 cylinders,gas,14448.0,clean,other,19UUB2F32KA009595,fwd,sedan,white,2.0,33400.0
7600,kia,forte,excellent,4 cylinders,gas,108222.0,clean,automatic,KNAFX4A64G5508465,fwd,sedan,black,5.0,16900.0
14495,lexus,es,excellent,6 cylinders,gas,107329.0,clean,automatic,JTHBK1EG9C2493036,fwd,sedan,silver,9.0,35000.0
33995,chevrolet,silverado1500lt,good,8 cylinders,gas,86273.0,clean,other,3GCPCRECXGG264071,rwd,pickup,black,5.0,39500.0
18999,ford,escape,like new,4 cylinders,gas,40438.0,clean,automatic,1FMCU0J99GUA83778,fwd,SUV,white,5.0,30900.0
30590,jeep,wranglerrubiconsport,good,6 cylinders,gas,59322.0,clean,other,1C4BJWCGXGL165497,4wd,SUV,black,5.0,40900.0
13490,volkswagen,tiguan20,excellent,4 cylinders,gas,52000.0,clean,automatic,WVGAV7AXXHK034579,fwd,SUV,blue,4.0,25000.0
9490,jeep,grandcherokee,excellent,6 cylinders,gas,158606.0,clean,automatic,1J4RR4GG8BC597823,4wd,SUV,black,10.0,33400.0
29990,toyota,tacomadoublecabpickup,good,6 cylinders,gas,43182.0,clean,other,3TMLU4EN4CM085701,4wd,pickup,white,9.0,30415.0
47900,chevrolet,corvettestingray3lt,like new,8 cylinders,gas,25740.0,clean,automatic,1G1YF2D78E5124640,rwd,coupe,yellow,7.0,66400.0
29990,ford,mustanggtcoupe2d,good,8 cylinders,gas,19374.0,clean,automatic,1FA6P8CFXG5215179,rwd,coupe,red,5.0,32945.0
29500,ford,edgetitaniumawd,like new,6 cylinders,gas,17508.0,clean,automatic,2FMPK4K9XKBB62517,4wd,SUV,blue,2.0,41100.0
6695,mazda,mazda3,good,4 cylinders,gas,131337.0,clean,automatic,JM1BL1U71D1715298,fwd,sedan,white,8.0,18300.0
23995,toyota,tundra,good,8 cylinders,gas,114215.0,clean,automatic,5TFUW5F19DX319892,4wd,truck,black,8.0,38500.0
8995,dodge,journey,good,6 cylinders,gas,131495.0,clean,automatic,3C4PDDDG1DT590641,4wd,SUV,white,8.0,27100.0
14700,ford,f150xlt,excellent,8 cylinders,gas,230223.0,clean,automatic,1FTFW1CF6EFB37964,rwd,pickup,blue,7.0,38500.0
12795,ford,flexlimitedawd,good,6 cylinders,gas,136000.0,clean,automatic,2FMHK6D80DBD00363,4wd,wagon,blue,8.0,38500.0
21999,toyota,highlander,excellent,6 cylinders,gas,53608.0,clean,automatic,5TDZKRFH5FS098242,fwd,SUV,blue,6.0,31290.0
7945,mazda,mazda6,good,4 cylinders,gas,113995.0,clean,automatic,1YVHZ8CH2A5M08569,rwd,sedan,black,11.0,223000.0
30995,ford,f250,excellent,8 cylinders,diesel,158656.0,rebuilt,automatic,1FT7W2BT5GEC04385,4wd,pickup,white,5.0,67000.0
4995,ford,explorerxlt,good,6 cylinders,gas,156281.0,clean,automatic,1FMZU73E22ZC18155,4wd,SUV,red,19.0,29000.0
9900,mazda,mazda3,excellent,4 cylinders,gas,84686.0,clean,automatic,JM1BL1V88D1710784,fwd,sedan,black,8.0,19700.0
45990,mercedes-benz,sclasss550,good,8 cylinders,gas,14774.0,clean,automatic,WDDUG8CB0EA031555,rwd,sedan,silver,7.0,97300.0
28995,ram,1500classic,excellent,6 cylinders,gas,7000.0,clean,automatic,3C6JR7DG2KG651730,4wd,truck,white,2.0,39500.0
6995,chevrolet,equinox,good,6 cylinders,gas,111850.0,clean,automatic,2CNDL037786064522,4wd,SUV,white,13.0,30500.0
12650,gmc,terraindenali,excellent,4 cylinders,gas,113234.0,clean,automatic,2GKALYEK2D6150987,fwd,SUV,white,8.0,30310.0
24900,honda,crv,good,4 cylinders,gas,19085.0,clean,automatic,7FARW2H89JE088842,4wd,wagon,black,3.0,30250.0
12950,dodge,journey,excellent,6 cylinders,gas,97475.0,clean,automatic,3C4PDDAG2FT749609,4wd,SUV,blue,6.0,24895.0
34590,chevrolet,silverado1500double,good,6 cylinders,gas,29499.0,clean,other,1GCVKREH6GZ228691,4wd,pickup,silver,5.0,38400.0
8995,bmw,330ciconvertible,excellent,6 cylinders,gas,114658.0,clean,automatic,WBABW53414PL46734,rwd,convertible,silver,17.0,38700.0
13900,cadillac,ats,excellent,4 cylinders,gas,83539.0,clean,automatic,1G6AB5RA1E0170658,rwd,sedan,white,7.0,35900.0
10995,mercedes-benz,slclass,excellent,8 cylinders,gas,81199.0,clean,automatic,WDBSK75F16F117289,rwd,convertible,blue,15.0,70000.0
26590,acura,tlx35sedan4d,good,6 cylinders,gas,21619.0,clean,other,19UUB2F37JA008344,fwd,sedan,black,3.0,32800.0
11999,ford,escape,excellent,4 cylinders,gas,76567.0,rebuilt,automatic,1FMCU9G97FUA45136,4wd,SUV,blue,6.0,28800.0
51990,chevrolet,corvettestingrayz51,good,8 cylinders,gas,7389.0,clean,other,1G1YH3D76F5119261,rwd,convertible,black,6.0,56900.0
6999,ford,fusionsel,excellent,4 cylinders,gas,113167.0,clean,automatic,3FAHP0JA4CR302682,fwd,sedan,white,9.0,23500.0
6500,toyota,rav4,excellent,4 cylinders,gas,143509.0,clean,automatic,JTMBD31V586079960,4wd,SUV,custom,13.0,30150.0
8795,gmc,terrain,good,4 cylinders,gas,129654.0,clean,automatic,2CTALHEW9A6369654,fwd,SUV,brown,11.0,28750.0
22950,chevrolet,equinoxltawd,good,4 cylinders,gas,34426.0,clean,automatic,3GNAXUEV2LS510382,4wd,SUV,white,1.0,31900.0
42999,ford,superdutyf350srw,good,8 cylinders,gas,143783.0,clean,automatic,1FT8W3BT1FEC74040,4wd,truck,custom,6.0,56000.0
12990,volkswagen,beetleturbocoupe,excellent,4 cylinders,gas,92209.0,clean,automatic,3VWV67AT2DM614389,fwd,hatchback,blue,8.0,24400.0
16495,ford,f150xlt,good,8 cylinders,gas,101030.0,clean,automatic,1FTFX1EF9CFC05942,4wd,truck,silver,9.0,40500.0
16000,lexus,ls460,good,8 cylinders,other,102679.0,clean,automatic,JTHBL1EF5A5099341,rwd,hatchback,silver,11.0,66500.0
8980,honda,accord,good,6 cylinders,gas,85945.0,clean,automatic,1HGCM66525A027498,fwd,sedan,custom,16.0,27900.0
5600,chrysler,300,excellent,6 cylinders,gas,140970.0,clean,automatic,2C3KK53G98H271756,4wd,sedan,black,13.0,31900.0
12500,chevrolet,silveradoltz71,good,8 cylinders,gas,126000.0,clean,automatic,2GCEK19J681271789,4wd,truck,white,13.0,33500.0
34990,ram,1500quadcabbighorn,good,6 cylinders,other,22064.0,clean,other,1C6RR7GG0JS247282,4wd,pickup,silver,3.0,36440.0
22590,dodge,challengerrtcoupe2d,good,8 cylinders,gas,56075.0,clean,other,2C3CDYBT4CH238672,rwd,coupe,black,9.0,30200.0
5995,dodge,dart,good,4 cylinders,gas,139032.0,clean,automatic,1C3CDFBA4DD301531,fwd,sedan,blue,8.0,19395.0
3999,jeep,patriotsport,good,4 cylinders,gas,176745.0,clean,automatic,1J4FF28B69D120878,4wd,wagon,silver,12.0,22350.0
12999,ford,f150xlt4x4,excellent,8 cylinders,gas,161959.0,clean,automatic,1FTEX1E86AFC94654,4wd,pickup,silver,11.0,30600.0
20590,ford,explorersportsuv4d,good,6 cylinders,other,91667.0,clean,automatic,1FM5K8GT5FGB40247,4wd,SUV,white,6.0,41995.0
17995,ford,transitconnectvanxlt,good,4 cylinders,gas,106006.0,clean,automatic,NM0LE7F2XK1384136,fwd,van,white,2.0,26615.0
18995,chevrolet,silverado3500hd,good,8 cylinders,gas,78013.0,clean,automatic,1GBJC34KX8E130752,rwd,pickup,white,13.0,36400.0
13995,ford,f150,excellent,8 cylinders,gas,144120.0,clean,automatic,1FTEW1E80AFA90399,4wd,truck,black,11.0,35100.0
7995,honda,civic,like new,4 cylinders,gas,105750.0,clean,automatic,2HGFB2F5XCH507279,fwd,sedan,blue,9.0,19400.0
13900,cadillac,srx,good,6 cylinders,gas,71248.0,clean,automatic,3GYFNBE33DS637676,fwd,SUV,silver,8.0,40600.0
10991,volkswagen,jettasedan14tse,good,4 cylinders,gas,103030.0,clean,automatic,3VWD67AJ7GM363092,fwd,sedan,brown,5.0,21500.0
16300,chevrolet,trax,excellent,4 cylinders,gas,10188.0,clean,automatic,KL7CJKSB4LB020794,fwd,SUV,silver,1.0,22000.0
48900,ford,superdutyf250srw,excellent,8 cylinders,diesel,134000.0,clean,automatic,1FT7W2BT4FEA02443,4wd,truck,white,6.0,55000.0
15995,volkswagen,jetta,good,4 cylinders,gas,37862.0,clean,automatic,3VWDB7AJ0HM391880,fwd,sedan,grey,4.0,21000.0
12998,chevrolet,malibu,excellent,4 cylinders,gas,106749.0,clean,automatic,1G1ZB5ST1HF293866,fwd,sedan,white,4.0,22000.0
17788,mazda,mazda6,good,4 cylinders,gas,61244.0,clean,automatic,JM1GL1V55H1104666,fwd,sedan,red,4.0,23995.0
7995,buick,enclave,excellent,6 cylinders,gas,179840.0,clean,automatic,5GAKRCED2CJ180660,fwd,SUV,silver,9.0,39900.0
17400,mazda,mazda6,excellent,4 cylinders,gas,32913.0,clean,automatic,JM1GL1VM7K1500273,fwd,sedan,black,2.0,24000.0
18975,chevrolet,silverado1500,excellent,8 cylinders,gas,114245.0,clean,automatic,3GCPKSE7XCG264353,4wd,pickup,white,9.0,39600.0
35590,dodge,challengersrt8coupe2d,good,8 cylinders,gas,16796.0,clean,other,2B3CJ7DJ7BH589702,rwd,coupe,green,10.0,44500.0
39990,chevrolet,coloradocrewcabzr2,good,6 cylinders,gas,12941.0,clean,other,1GCGTEEN9J1205643,4wd,pickup,black,3.0,40000.0
30990,infiniti,qx6035sportutility,good,6 cylinders,gas,22821.0,clean,automatic,5N1DL0MN5JC501394,fwd,SUV,blue,3.0,44800.0
16950,chevrolet,silverado1500,excellent,8 cylinders,gas,118455.0,clean,automatic,3GCEK23M49G275261,4wd,pickup,blue,12.0,30260.0
26990,nissan,titansinglecabsv,good,8 cylinders,gas,41335.0,clean,other,1N6AA1R84HN570756,4wd,pickup,red,4.0,40060.0
8495,bmw,760li,good,12 cylinders,gas,82326.0,clean,automatic,WBAHN03586DD98426,rwd,sedan,black,15.0,120000.0
37900,chevrolet,traverse,excellent,6 cylinders,gas,32063.0,clean,automatic,1GNERKKW7KJ225352,fwd,SUV,black,2.0,49800.0
12900,honda,crv,excellent,4 cylinders,gas,145786.0,clean,automatic,5J6RM3H76CL043947,fwd,SUV,black,9.0,28650.0
34590,chevrolet,silverado1500double,good,6 cylinders,gas,29499.0,clean,other,1GCVKREH6GZ228691,4wd,pickup,silver,5.0,38500.0
29990,toyota,tacomadoublecabpickup,good,6 cylinders,gas,43182.0,clean,other,3TMLU4EN4CM085701,4wd,pickup,white,9.0,30900.0
32590,chevrolet,corvettecoupe2d,good,8 cylinders,gas,20420.0,clean,other,1G1YY25W995110249,rwd,coupe,silver,12.0,49900.0
7600,ford,escapexlt,good,6 cylinders,gas,102750.0,clean,automatic,1FMCU0DG5CKA35615,fwd,SUV,black,9.0,26700.0
8450,acura,tltypes,good,6 cylinders,gas,185598.0,clean,automatic,19UUA76527A011274,fwd,sedan,grey,14.0,40000.0
6500,honda,accordse,good,4 cylinders,gas,177000.0,clean,automatic,1HGCP2F60CA026291,fwd,sedan,black,9.0,26000.0
24900,chevrolet,corvette,good,8 cylinders,gas,43242.0,clean,manual,1G1YY34U655134623,rwd,convertible,black,16.0,54300.0
27990,lincoln,mkxreservesport,good,6 cylinders,gas,23857.0,clean,other,2LMTJ6LR2GBL45983,fwd,other,white,5.0,45000.0
42990,lincoln,navigatorreservesport,good,6 cylinders,gas,50680.0,clean,automatic,5LMJJ2LT3HEL02540,4wd,other,black,4.0,73815.0
30990,toyota,siennalminivan4d,good,6 cylinders,gas,4015.0,clean,other,5TDZZ3DC2JS906927,fwd,van,silver,3.0,31481.0
49990,ford,superdutyf550drw,good,8 cylinders,diesel,98689.0,clean,automatic,1FD0W5HT7DEB10669,4wd,truck,white,8.0,65000.0
25000,ford,f250,excellent,8 cylinders,diesel,273429.0,clean,automatic,1FT7W2BT7DEA49964,4wd,pickup,red,8.0,42500.0
11999,subaru,outback,excellent,6 cylinders,gas,134915.0,clean,automatic,4S4BRDKC6B2312663,4wd,wagon,blue,10.0,31000.0
13900,dodge,challenger,excellent,6 cylinders,gas,112089.0,clean,automatic,2C3CDYAG4DH652279,rwd,coupe,black,8.0,24800.0
42590,mercedes-benz,slclasssl400,good,6 cylinders,gas,24048.0,clean,other,WDDJK6FA7FF036233,rwd,convertible,black,6.0,60000.0
3500,subaru,outback,fair,4 cylinders,gas,182086.0,clean,manual,4S4BP61C776315669,4wd,wagon,silver,14.0,21500.0
27990,toyota,tacomadoublecabpickup,good,6 cylinders,gas,67245.0,clean,other,5TFLU4EN4CX030112,4wd,pickup,silver,9.0,32500.0
8900,ford,f150supercrewlariat4x4,good,8 cylinders,gas,231575.0,clean,automatic,1FTPW14VX8FA50065,4wd,truck,white,13.0,33700.0
10700,honda,civic,good,4 cylinders,gas,171457.0,clean,automatic,2HGFG1B89BH515691,fwd,coupe,silver,10.0,19500.0
13995,buick,encorepremiumawd,excellent,4 cylinders,gas,73000.0,clean,automatic,KL4CJHSB6EB519289,4wd,SUV,white,7.0,34400.0
13995,jeep,grandcherokee,excellent,6 cylinders,gas,90993.0,clean,automatic,1J4RR4GG1BC553050,4wd,SUV,green,10.0,34800.0
9995,ford,focusse4dr,excellent,4 cylinders,gas,78575.0,clean,automatic,1FADP3F28FL339030,fwd,sedan,red,6.0,19700.0
28590,jeep,grandcherokeelaredosport,good,6 cylinders,gas,22898.0,clean,other,1C4RJFAG2JC333416,4wd,other,black,3.0,38995.0
6350,toyota,camryle,good,4 cylinders,gas,145892.0,clean,automatic,4T1BE32K55U558822,fwd,sedan,white,16.0,23200.0
11495,subaru,outback,excellent,4 cylinders,gas,129000.0,clean,automatic,4S4BRCAC3C3285221,4wd,wagon,grey,9.0,23200.0
30990,jeep,wranglerunlimitedsport,good,6 cylinders,gas,43039.0,clean,other,1C4BJWDG6HL650381,4wd,SUV,silver,4.0,37200.0
14500,gmc,sierra1500,good,8 cylinders,gas,186168.0,clean,automatic,3GTEK23399G207626,4wd,pickup,grey,12.0,33100.0
26388,ram,1500express,good,8 cylinders,gas,88488.0,clean,automatic,3C6RR6KT9GG382601,rwd,pickup,white,5.0,35600.0
7995,ford,focussehatchback,excellent,4 cylinders,gas,90072.0,clean,automatic,1FADP3K2XGL294728,fwd,hatchback,white,5.0,19800.0
13995,honda,accord,like new,4 cylinders,gas,58200.0,rebuilt,automatic,1HGCR2F14HA100687,fwd,sedan,grey,4.0,24700.0
5900,mazda,mazda3gt,good,4 cylinders,gas,124802.0,rebuilt,automatic,JM1BL1M5XC1619473,fwd,hatchback,grey,9.0,21800.0
27590,lincoln,mkxselectsportutility,good,6 cylinders,other,23818.0,clean,other,2LMPJ6KP4JBL17661,fwd,SUV,blue,3.0,41700.0
32990,ram,1500quadcabharvestpickup,good,6 cylinders,gas,29979.0,clean,other,1C6RR7GG9JS229010,4wd,pickup,black,3.0,39700.0
7995,toyota,rav4,excellent,4 cylinders,gas,159370.0,clean,automatic,JTMBD33V686076319,4wd,SUV,red,13.0,24800.0
12500,bmw,328,excellent,6 cylinders,gas,86956.0,clean,automatic,WBA3C1C5XDF444049,4wd,sedan,black,8.0,32000.0
8900,dodge,charger,good,8 cylinders,gas,119951.0,clean,automatic,2B3KA53H16H132467,rwd,sedan,white,15.0,30700.0
32990,jeep,wranglerunlimitedsport,good,6 cylinders,gas,30041.0,clean,other,1C4BJWDG5HL705371,4wd,other,silver,4.0,35000.0
39590,ford,mustanggtpremiumcoupe2d,good,8 cylinders,gas,1419.0,clean,other,1FA6P8CF5L5136223,rwd,coupe,white,1.0,42900.0
8500,ford,escapese,good,4 cylinders,gas,161660.0,clean,automatic,1FMCU0G99EUD84619,fwd,SUV,white,7.0,24300.0
22995,chrysler,300cawd,excellent,6 cylinders,gas,64893.0,clean,automatic,2C3CCAKG6GH216983,4wd,sedan,silver,5.0,41500.0
20500,toyota,camry,excellent,4 cylinders,gas,72159.0,clean,automatic,4T1B11HKXJU605957,fwd,sedan,silver,3.0,24100.0
6400,ford,focusse,good,4 cylinders,gas,99900.0,clean,automatic,1FAHP3FN1AW275898,fwd,sedan,white,11.0,17995.0
10991,ford,escape,excellent,4 cylinders,gas,147453.0,clean,automatic,1FMCU9GX5GUC60630,4wd,SUV,silver,5.0,28970.0
7999,mitsubishi,outlandersport,excellent,4 cylinders,gas,137122.0,clean,automatic,4A4AP3AU8DE018248,fwd,SUV,blue,8.0,19995.0
9999,mazda,mazda3,excellent,4 cylinders,gas,99091.0,clean,automatic,JM1BL1TG8D1749417,fwd,sedan,white,8.0,19500.0
36990,mercedes-benz,cclassc63amg,good,8 cylinders,gas,60708.0,clean,automatic,WDDGF7HB7DA863086,rwd,sedan,black,8.0,60350.0
38590,lexus,rx350sportutility4d,good,6 cylinders,gas,9210.0,clean,other,2T2ZZMCA9JC095542,fwd,other,black,3.0,45000.0
12495,honda,civic,like new,4 cylinders,gas,15300.0,rebuilt,automatic,2HGFC2F68KH570983,fwd,sedan,silver,2.0,20200.0
6995,honda,odysseyexlwdvdwnavi,like new,6 cylinders,gas,212704.0,clean,automatic,5FNRL3H79AB096330,fwd,van,brown,11.0,32300.0
15495,chrysler,300,like new,6 cylinders,gas,72625.0,clean,automatic,2C3CCAKG8EH273277,4wd,sedan,silver,7.0,38500.0
15988,ford,mustang,excellent,6 cylinders,gas,79618.0,clean,automatic,1ZVBP8EM4D5203896,rwd,convertible,red,8.0,30995.0
22950,toyota,4runner,excellent,6 cylinders,gas,145160.0,clean,automatic,JTEBU5JR5E5155575,4wd,SUV,white,7.0,35000.0
40590,gmc,sierra1500crewcabslt,good,8 cylinders,gas,43157.0,clean,automatic,3GTU2NEC1HG410518,4wd,pickup,black,4.0,42950.0
8999,chevrolet,cruze2lt,good,4 cylinders,gas,103649.0,clean,automatic,1G1PE5SB0F7193027,fwd,sedan,grey,6.0,19500.0
28500,chevrolet,corvettebase,excellent,8 cylinders,gas,75751.0,clean,automatic,1G1YY36U575109678,rwd,convertible,black,14.0,50000.0
12995,chevrolet,cruzels,excellent,4 cylinders,gas,38443.0,clean,manual,1G1BB5SM3H7195152,fwd,sedan,black,4.0,16600.0
13900,lexus,ls600hl,good,8 cylinders,hybrid,131000.0,clean,automatic,JTHDU46F085000344,4wd,sedan,silver,13.0,100000.0
24495,jeep,wranglerunlimi,excellent,6 cylinders,gas,70164.0,clean,automatic,1J4BA3H17AL119727,4wd,SUV,silver,11.0,30790.0
37590,dodge,chargerrtsedan4d,good,8 cylinders,other,5015.0,clean,other,2C3CDXCT0LH129683,rwd,sedan,white,1.0,38500.0
14995,ford,escape,like new,4 cylinders,gas,40513.0,clean,automatic,1FMCU0H99DUB71084,fwd,SUV,silver,8.0,28300.0
5500,fiat,500pop,new,4 cylinders,gas,104596.0,clean,automatic,3C3CFFAR2DT753165,fwd,coupe,red,8.0,19900.0
4750,honda,element,excellent,4 cylinders,gas,221123.0,clean,manual,5J6YH27726L021346,4wd,SUV,red,15.0,26975.0
36900,ford,f250superduty,excellent,8 cylinders,gas,73394.0,clean,automatic,1FT7W2B6XGEA62285,4wd,truck,white,5.0,45000.0
29990,chevrolet,coloradocrewcabwork,good,6 cylinders,gas,11401.0,clean,other,1GCGTBEN7J1162712,4wd,pickup,red,3.0,34500.0
38500,gmc,sierra2500hd,excellent,8 cylinders,gas,63356.0,clean,automatic,1GT125EG1CF202638,4wd,pickup,black,9.0,56400.0
19990,hyundai,ioniq,excellent,4 cylinders,gas,47914.0,clean,automatic,KMHC05LC4JU060188,fwd,hatchback,silver,3.0,29500.0
52995,ram,2500,good,6 cylinders,diesel,90572.0,clean,automatic,3C6UR5DL1KG563928,4wd,truck,white,2.0,55800.0
38590,chevrolet,corvettegrandsport,good,8 cylinders,gas,30237.0,clean,other,1G1YR3DW3B5102190,rwd,other,red,10.0,55400.0
17995,volkswagen,jettase,excellent,4 cylinders,gas,12980.0,clean,automatic,3VWCB7BU5LM020274,fwd,sedan,grey,1.0,19900.0
35990,ram,2500tradesman4x4,like new,8 cylinders,gas,70281.0,clean,automatic,3C6TR5HT9EG260678,4wd,pickup,silver,7.0,38500.0
6000,toyota,camryle,good,4 cylinders,gas,144000.0,clean,automatic,4T1BF3EK4BU711954,fwd,sedan,black,10.0,23000.0
38990,cadillac,xt5premiumluxury,good,6 cylinders,gas,19715.0,clean,other,1GYKNCRS8LZ104181,fwd,SUV,brown,1.0,49990.0
29990,toyota,tacomadoublecabpickup,good,6 cylinders,gas,43182.0,clean,other,3TMLU4EN4CM085701,4wd,pickup,white,9.0,30000.0
25990,acura,rdxtechnologypkgsport,good,6 cylinders,gas,38619.0,clean,other,5J8TB3H52JL002469,fwd,other,blue,3.0,41000.0
13497,nissan,maxima35s,good,6 cylinders,gas,97786.0,clean,automatic,1N4AA6AP3GC381955,fwd,sedan,red,5.0,32990.0
11633,mazda,cx3,excellent,4 cylinders,gas,102004.0,clean,automatic,JM1DKDB76G0132851,fwd,wagon,brown,5.0,20000.0
6495,kia,soul,excellent,4 cylinders,gas,79955.0,clean,automatic,KNDJT2A17A7030894,fwd,wagon,black,11.0,13900.0
28990,infiniti,qx6035sportutility,good,6 cylinders,gas,32458.0,clean,other,5N1DL0MN7JC500375,fwd,SUV,black,3.0,44900.0
10995,cadillac,escalade,excellent,8 cylinders,gas,154719.0,clean,automatic,1GYFK63807R121295,4wd,other,white,14.0,65555.0
6499,hyundai,sonata,excellent,4 cylinders,gas,104000.0,clean,manual,5NPET46C58H359655,fwd,sedan,blue,13.0,19500.0
7900,chrysler,200touring4drsedan,excellent,6 cylinders,gas,96000.0,clean,automatic,1C3BC1FG4BN511523,fwd,sedan,black,10.0,23900.0
33990,ford,mustanggtcoupe2d,good,8 cylinders,gas,9788.0,clean,other,1FA6P8CF7H5319470,rwd,coupe,black,4.0,40300.0
29905,ford,f150,excellent,6 cylinders,gas,58762.0,clean,automatic,1FTEW1CP3HFA81345,rwd,pickup,red,4.0,37700.0
27990,toyota,tacomadoublecabpickup,good,6 cylinders,gas,67245.0,clean,other,5TFLU4EN4CX030112,4wd,pickup,silver,9.0,29250.0
9990,ford,f1504drlariat,excellent,8 cylinders,gas,244157.0,clean,automatic,1FTFW1CV1AFB17333,rwd,truck,blue,11.0,30500.0
36990,gmc,sierra2500hddoublecab,good,8 cylinders,gas,23190.0,clean,other,1GT22REG1GZ401351,4wd,pickup,black,5.0,44900.0
30000,chevrolet,camaro2ss,like new,8 cylinders,gas,56552.0,clean,automatic,2G1FK1EJ7A9215788,rwd,coupe,blue,11.0,37000.0
17900,ford,f1504x4,excellent,8 cylinders,gas,141000.0,clean,automatic,1FTFW1EF2EKD40662,4wd,pickup,white,7.0,38500.0
17980,jeep,wrangler,good,6 cylinders,gas,114903.0,clean,manual,1J4AA5D1XAL142609,4wd,SUV,silver,11.0,30800.0
10995,dodge,journey,good,4 cylinders,gas,94502.0,clean,automatic,3C4PDCAB9FT654768,fwd,SUV,blue,6.0,19795.0
29990,chevrolet,coloradoextendedcab,good,6 cylinders,gas,17302.0,clean,other,1GCHTCE37G1186784,4wd,pickup,red,5.0,36000.0
39990,chevrolet,coloradocrewcabzr2,good,6 cylinders,other,27214.0,clean,other,1GCGTEENXJ1287415,4wd,pickup,blue,3.0,40500.0
28990,lexus,gs350sedan4d,good,6 cylinders,gas,31992.0,clean,other,JTHBZ1BL4GA006446,rwd,sedan,black,5.0,45900.0
